               data_ora   rad  temperatura
2023-01-20 02:22:09.176  3680        40.32
2023-01-20 02:22:09.379  3679        40.32
2023-01-20 02:22:09.597  3680        40.32
2023-01-20 02:22:09.800  3686        40.32
2023-01-20 02:22:10.004  3689        40.32
2023-01-20 02:22:10.207  3679        40.32
2023-01-20 02:22:10.425  3695        40.32
2023-01-20 02:22:10.629  3695        40.32
2023-01-20 02:22:10.832  3693        40.32
2023-01-20 02:22:11.050  3697        40.32
2023-01-20 02:22:11.254  3686        40.32
2023-01-20 02:22:11.457  3711        40.32
2023-01-20 02:22:11.675  3721        40.32
2023-01-20 02:22:11.879  3696        40.32
2023-01-20 02:22:12.097  3699        40.32
2023-01-20 02:22:12.316  3705        40.32
2023-01-20 02:22:12.472  3700        40.32
2023-01-20 02:22:12.675  3690        40.32
2023-01-20 02:22:12.894  3698        40.32
2023-01-20 02:22:13.097  3695        40.35
2023-01-20 02:22:13.300  3690        40.35
2023-01-20 02:22:13.519  3692        40.35
2023-01-20 02:22:13.722  3694        40.35
2023-01-20 02:22:13.925  3691        40.35
2023-01-20 02:22:14.144  3707        40.35
2023-01-20 02:22:14.332  3708        40.35
2023-01-20 02:22:14.550  3695        40.35
2023-01-20 02:22:14.769  3693        40.35
2023-01-20 02:22:14.972  3710        40.35
2023-01-20 02:22:15.175  3707        40.35
2023-01-20 02:22:15.378  3715        40.35
2023-01-20 02:22:15.597  3690        40.35
2023-01-20 02:22:15.800  3694        40.35
2023-01-20 02:22:16.019  3684        40.38
2023-01-20 02:22:16.222  3680        40.35
2023-01-20 02:22:16.441  3679        40.38
2023-01-20 02:22:16.613  3663        40.35
2023-01-20 02:22:16.816  3683        40.38
2023-01-20 02:22:17.019  3676        40.38
2023-01-20 02:22:17.222  3679        40.38
2023-01-20 02:22:17.441  3689        40.38
2023-01-20 02:22:17.644  3668        40.38
2023-01-20 02:22:17.847  3678        40.38
2023-01-20 02:22:18.050  3674        40.38
2023-01-20 02:22:18.253  3692        40.38
2023-01-20 02:22:18.456  3680        40.38
2023-01-20 02:22:18.675  3671        40.38
2023-01-20 02:22:18.894  3675        40.38
2023-01-20 02:22:19.097  3672        40.38
2023-01-20 02:22:19.316  3660        40.38
2023-01-20 02:22:19.519  3659        40.38
2023-01-20 02:22:19.732  3689        40.38
2023-01-20 02:22:19.935  3681        40.38
2023-01-20 02:22:20.139  3687        40.38
2023-01-20 02:22:20.357  3665        40.38
2023-01-20 02:22:20.529  3665        40.38
2023-01-20 02:22:20.732  3670        40.38
2023-01-20 02:22:20.935  3672        40.38
2023-01-20 02:22:21.154  3660        40.38
2023-01-20 02:22:21.357  3669        40.38
2023-01-20 02:22:21.560  3668        40.38
2023-01-20 02:22:21.763  3674        40.38
2023-01-20 02:22:21.967  3680        40.38
2023-01-20 02:22:22.170  3673        40.38
2023-01-20 02:22:22.388  3680        40.38
2023-01-20 02:22:22.592  3677        40.38
2023-01-20 02:22:22.810  3668        40.38
2023-01-20 02:22:23.029  3692        40.38
2023-01-20 02:22:23.232  3678        40.38
2023-01-20 02:22:23.451  3676        40.38
2023-01-20 02:22:23.654  3676        40.38
2023-01-20 02:22:23.857  3682        40.38
2023-01-20 02:22:24.060  3682        40.38
2023-01-20 02:22:24.279  3691        40.38
2023-01-20 02:22:24.451  3674        40.38
2023-01-20 02:22:24.654  3677        40.38
2023-01-20 02:22:24.857  3685        40.38
2023-01-20 02:22:25.076  3670        40.38
2023-01-20 02:22:25.279  3668        40.38
2023-01-20 02:22:25.482  3666        40.38
2023-01-20 02:22:25.685  3670        40.38
2023-01-20 02:22:25.888  3673        40.38
2023-01-20 02:22:26.092  3672        40.38
2023-01-20 02:22:26.310  3688        40.38
2023-01-20 02:22:26.513  3672        40.38
2023-01-20 02:22:26.717  3665        40.38
2023-01-20 02:22:26.935  3664        40.38
2023-01-20 02:22:27.154  3697        40.38
2023-01-20 02:22:27.357  3685        40.38
2023-01-20 02:22:27.576  3699        40.35
2023-01-20 02:22:27.779  3687        40.35
2023-01-20 02:22:27.982  3677        40.35
2023-01-20 02:22:28.201  3708        40.35
2023-01-20 02:22:28.404  3697        40.35
2023-01-20 02:22:28.576  3708        40.35
2023-01-20 02:22:28.795  3696        40.35
2023-01-20 02:22:28.998  3704        40.35
2023-01-20 02:22:29.201  3688        40.35
2023-01-20 02:22:29.404  3693        40.35
2023-01-20 02:22:29.607  3707        40.35
2023-01-20 02:22:29.810  3710        40.35
2023-01-20 02:22:30.029  3717        40.35
2023-01-20 02:22:30.232  3695        40.35
2023-01-20 02:22:30.435  3713        40.35
2023-01-20 02:22:30.654  3714        40.35
2023-01-20 02:22:30.857  3731        40.35
2023-01-20 02:22:31.060  3704        40.35
2023-01-20 02:22:31.279  3708        40.35
2023-01-20 02:22:31.498  3705        40.35
2023-01-20 02:22:31.701  3726        40.35
2023-01-20 02:22:31.919  3726        40.35
2023-01-20 02:22:32.123  3714        40.35
2023-01-20 02:22:32.326  3711        40.35
2023-01-20 02:22:32.498  3696        40.35
2023-01-20 02:22:32.716  3718        40.35
2023-01-20 02:22:32.919  3698        40.35
2023-01-20 02:22:33.123  3708        40.35
2023-01-20 02:22:33.326  3710        40.35
2023-01-20 02:22:33.529  3714        40.35
2023-01-20 02:22:33.732  3727        40.35
2023-01-20 02:22:33.951  3717        40.32
2023-01-20 02:22:34.154  3728        40.32
2023-01-20 02:22:34.357  3731        40.32
2023-01-20 02:22:34.576  3710        40.32
2023-01-20 02:22:34.779  3711        40.32
2023-01-20 02:22:34.982  3715        40.32
2023-01-20 02:22:35.201  3713        40.32
2023-01-20 02:22:35.404  3705        40.32
2023-01-20 02:22:35.622  3689        40.32
2023-01-20 02:22:35.826  3698        40.32
2023-01-20 02:22:36.044  3700        40.32
2023-01-20 02:22:36.247  3700        40.32
2023-01-20 02:22:36.466  3704        40.32
2023-01-20 02:22:36.638  3673        40.32
2023-01-20 02:22:36.841  3682        40.32
2023-01-20 02:22:37.029  3677        40.29
2023-01-20 02:22:37.247  3686        40.29
2023-01-20 02:22:37.451  3683        40.29
2023-01-20 02:22:37.654  3684        40.29
2023-01-20 02:22:37.872  3686        40.29
2023-01-20 02:22:38.076  3689        40.29
2023-01-20 02:22:38.279  3672        40.29
2023-01-20 02:22:38.497  3690        40.29
2023-01-20 02:22:38.701  3682        40.29
2023-01-20 02:22:38.919  3663        40.29
2023-01-20 02:22:39.122  3668        40.29
2023-01-20 02:22:39.325  3680        40.29
2023-01-20 02:22:39.529  3694        40.29
2023-01-20 02:22:39.747  3686        40.29
2023-01-20 02:22:39.951  3689        40.29
2023-01-20 02:22:40.169  3675        40.29
2023-01-20 02:22:40.388  3704        40.29
2023-01-20 02:22:40.544  3693        40.29
2023-01-20 02:22:40.747  3699        40.26
2023-01-20 02:22:40.966  3701        40.26
2023-01-20 02:22:41.169  3702        40.26
2023-01-20 02:22:41.372  3697        40.26
2023-01-20 02:22:41.575  3705        40.26
2023-01-20 02:22:41.794  3697        40.26
2023-01-20 02:22:41.997  3688        40.26
2023-01-20 02:22:42.216  3711        40.26
2023-01-20 02:22:42.419  3705        40.26
2023-01-20 02:22:42.622  3687        40.29
2023-01-20 02:22:42.825  3694        40.29
2023-01-20 02:22:43.044  3697        40.29
2023-01-20 02:22:43.247  3685        40.26
2023-01-20 02:22:43.450  3680        40.26
2023-01-20 02:22:43.669  3717        40.26
2023-01-20 02:22:43.872  3703        40.26
2023-01-20 02:22:44.075  3711        40.26
2023-01-20 02:22:44.294  3701        40.26
2023-01-20 02:22:44.513  3703        40.26
2023-01-20 02:22:44.669  3691        40.26
2023-01-20 02:22:44.888  3709        40.26
2023-01-20 02:22:45.091  3691        40.26
2023-01-20 02:22:45.294  3699        40.26
2023-01-20 02:22:45.497  3695        40.26
2023-01-20 02:22:45.716  3706        40.26
2023-01-20 02:22:45.919  3682        40.26
2023-01-20 02:22:46.122  3687        40.26
2023-01-20 02:22:46.325  3686        40.26
2023-01-20 02:22:46.528  3693        40.26
2023-01-20 02:22:46.747  3695        40.26
2023-01-20 02:22:46.966  3694        40.26
2023-01-20 02:22:47.169  3689        40.26
2023-01-20 02:22:47.372  3687        40.26
2023-01-20 02:22:47.591  3677        40.26
2023-01-20 02:22:47.794  3700        40.26
2023-01-20 02:22:47.997  3697        40.26
2023-01-20 02:22:48.216  3710        40.22
2023-01-20 02:22:48.419  3693        40.22
2023-01-20 02:22:48.591  3690        40.22
2023-01-20 02:22:48.810  3695        40.22
2023-01-20 02:22:49.013  3703        40.22
2023-01-20 02:22:49.216  3698        40.22
2023-01-20 02:22:49.419  3700        40.22
2023-01-20 02:22:49.638  3706        40.22
2023-01-20 02:22:49.841  3687        40.22
2023-01-20 02:22:50.044  3700        40.22
2023-01-20 02:22:50.247  3706        40.22
2023-01-20 02:22:50.450  3700        40.22
2023-01-20 02:22:50.653  3711        40.22
2023-01-20 02:22:50.872  3699        40.26
2023-01-20 02:22:51.091  3693        40.26
2023-01-20 02:22:51.294  3710        40.26
2023-01-20 02:22:51.513  3696        40.26
2023-01-20 02:22:51.716  3687        40.26
2023-01-20 02:22:51.919  3694        40.26
2023-01-20 02:22:52.138  3701        40.22
2023-01-20 02:22:52.341  3701        40.26
2023-01-20 02:22:52.544  3707        40.26
2023-01-20 02:22:52.731  3704        40.26
2023-01-20 02:22:52.934  3727        40.26
2023-01-20 02:22:53.138  3707        40.26
2023-01-20 02:22:53.356  3705        40.26
2023-01-20 02:22:53.560  3718        40.26
2023-01-20 02:22:53.763  3740        40.26
2023-01-20 02:22:53.966  3712        40.26
2023-01-20 02:22:54.169  3716        40.26
2023-01-20 02:22:54.388  3735        40.26
2023-01-20 02:22:54.591  3727        40.26
2023-01-20 02:22:54.794  3722        40.26
2023-01-20 02:22:54.997  3743        40.26
2023-01-20 02:22:55.216  3730        40.26
2023-01-20 02:22:55.434  3736        40.26
2023-01-20 02:22:55.638  3708        40.26
2023-01-20 02:22:55.856  3737        40.26
2023-01-20 02:22:56.059  3722        40.26
2023-01-20 02:22:56.263  3733        40.26
2023-01-20 02:22:56.466  3749        40.26
2023-01-20 02:22:56.684  3745        40.26
2023-01-20 02:22:56.856  3758        40.26
2023-01-20 02:22:57.059  3755        40.26
2023-01-20 02:22:57.278  3746        40.26
2023-01-20 02:22:57.481  3745        40.26
2023-01-20 02:22:57.684  3740        40.26
2023-01-20 02:22:57.888  3744        40.26
2023-01-20 02:22:58.091  3750        40.26
2023-01-20 02:22:58.294  3765        40.26
2023-01-20 02:22:58.512  3755        40.26
2023-01-20 02:22:58.716  3750        40.26
2023-01-20 02:22:58.919  3749        40.26
2023-01-20 02:22:59.137  3764        40.26
2023-01-20 02:22:59.341  3769        40.26
2023-01-20 02:22:59.559  3759        40.26
2023-01-20 02:22:59.778  3757        40.26
2023-01-20 02:22:59.981  3761        40.26
2023-01-20 02:23:00.184  3773        40.26
2023-01-20 02:23:00.403  3761        40.26
2023-01-20 02:23:00.606  3769        40.26
2023-01-20 02:23:00.778  3753        40.26
2023-01-20 02:23:00.981  3777        40.26
2023-01-20 02:23:01.200  3760        40.26
2023-01-20 02:23:01.403  3766        40.29
2023-01-20 02:23:01.606  3774        40.29
2023-01-20 02:23:01.809  3759        40.29
2023-01-20 02:23:02.012  3743        40.29
2023-01-20 02:23:02.231  3762        40.29
2023-01-20 02:23:02.434  3742        40.29
2023-01-20 02:23:02.637  3746        40.29
2023-01-20 02:23:02.841  3744        40.29
2023-01-20 02:23:03.059  3727        40.29
2023-01-20 02:23:03.262  3739        40.29
2023-01-20 02:23:03.466  3737        40.29
2023-01-20 02:23:03.684  3734        40.29
2023-01-20 02:23:03.887  3744        40.29
2023-01-20 02:23:04.106  3741        40.29
2023-01-20 02:23:04.325  3736        40.29
2023-01-20 02:23:04.528  3720        40.29
2023-01-20 02:23:04.731  3725        40.29
2023-01-20 02:23:04.919  3702        40.29
2023-01-20 02:23:05.122  3714        40.29
2023-01-20 02:23:05.325  3698        40.29
2023-01-20 02:23:05.512  3704        40.29
2023-01-20 02:23:05.731  3698        40.29
2023-01-20 02:23:05.934  3707        40.29
2023-01-20 02:23:06.137  3701        40.29
2023-01-20 02:23:06.356  3702        40.29
2023-01-20 02:23:06.559  3686        40.29
2023-01-20 02:23:06.762  3695        40.29
2023-01-20 02:23:06.981  3699        40.29
2023-01-20 02:23:07.184  3688        40.29
2023-01-20 02:23:07.387  3700        40.32
2023-01-20 02:23:07.606  3709        40.32
2023-01-20 02:23:07.809  3704        40.32
2023-01-20 02:23:08.028  3705        40.29
2023-01-20 02:23:08.231  3706        40.29
2023-01-20 02:23:08.450  3706        40.32
2023-01-20 02:23:08.669  3700        40.32
2023-01-20 02:23:08.872  3707        40.29
2023-01-20 02:23:09.137  3699        40.29
2023-01-20 02:23:09.231  3694        40.29
2023-01-20 02:23:09.450  3711        40.29
2023-01-20 02:23:09.653  3710        40.32
2023-01-20 02:23:09.856  3699        40.32
2023-01-20 02:23:10.075  3708        40.32
2023-01-20 02:23:10.278  3710        40.32
2023-01-20 02:23:10.481  3693        40.32
2023-01-20 02:23:10.700  3706        40.32
2023-01-20 02:23:10.903  3723        40.32
2023-01-20 02:23:11.106  3696        40.32
2023-01-20 02:23:11.325  3689        40.32
2023-01-20 02:23:11.528  3704        40.32
2023-01-20 02:23:11.731  3702        40.32
2023-01-20 02:23:11.934  3688        40.32
2023-01-20 02:23:12.153  3694        40.32
2023-01-20 02:23:12.356  3704        40.32
2023-01-20 02:23:12.575  3699        40.32
2023-01-20 02:23:12.793  3690        40.32
2023-01-20 02:23:12.950  3711        40.32
2023-01-20 02:23:13.153  3702        40.32
2023-01-20 02:23:13.371  3694        40.32
2023-01-20 02:23:13.575  3711        40.32
2023-01-20 02:23:13.778  3693        40.32
2023-01-20 02:23:13.996  3704        40.32
2023-01-20 02:23:14.200  3701        40.32
2023-01-20 02:23:14.403  3716        40.32
2023-01-20 02:23:14.606  3714        40.32
2023-01-20 02:23:14.809  3702        40.35
2023-01-20 02:23:15.028  3712        40.35
2023-01-20 02:23:15.246  3704        40.35
2023-01-20 02:23:15.450  3705        40.35
2023-01-20 02:23:15.653  3701        40.35
2023-01-20 02:23:15.871  3688        40.35
2023-01-20 02:23:16.075  3704        40.35
2023-01-20 02:23:16.278  3700        40.35
2023-01-20 02:23:16.496  3709        40.32
2023-01-20 02:23:16.699  3708        40.35
2023-01-20 02:23:16.871  3726        40.35
2023-01-20 02:23:17.075  3730        40.32
2023-01-20 02:23:17.293  3726        40.35
2023-01-20 02:23:17.496  3746        40.32
2023-01-20 02:23:17.715  3738        40.35
2023-01-20 02:23:17.918  3739        40.35
2023-01-20 02:23:18.121  3734        40.35
2023-01-20 02:23:18.325  3724        40.35
2023-01-20 02:23:18.528  3756        40.35
2023-01-20 02:23:18.731  3758        40.35
2023-01-20 02:23:18.934  3732        40.35
2023-01-20 02:23:19.153  3766        40.32
2023-01-20 02:23:19.371  3750        40.32
2023-01-20 02:23:19.574  3742        40.32
2023-01-20 02:23:19.788  3749        40.32
2023-01-20 02:23:19.991  3761        40.32
2023-01-20 02:23:20.210  3751        40.32
2023-01-20 02:23:20.413  3751        40.32
2023-01-20 02:23:20.616  3733        40.32
2023-01-20 02:23:20.835  3752        40.32
2023-01-20 02:23:21.006  3761        40.32
2023-01-20 02:23:21.210  3762        40.32
2023-01-20 02:23:21.428  3755        40.32
2023-01-20 02:23:21.631  3758        40.32
2023-01-20 02:23:21.835  3766        40.32
2023-01-20 02:23:22.038  3767        40.32
2023-01-20 02:23:22.241  3765        40.32
2023-01-20 02:23:22.444  3753        40.32
2023-01-20 02:23:22.647  3769        40.32
2023-01-20 02:23:22.866  3753        40.32
2023-01-20 02:23:23.069  3762        40.32
2023-01-20 02:23:23.272  3749        40.32
2023-01-20 02:23:23.491  3768        40.32
2023-01-20 02:23:23.709  3763        40.32
2023-01-20 02:23:23.928  3763        40.32
2023-01-20 02:23:24.131  3771        40.32
2023-01-20 02:23:24.335  3750        40.32
2023-01-20 02:23:24.538  3781        40.32
2023-01-20 02:23:24.756  3787        40.32
2023-01-20 02:23:24.928  3819        40.32
2023-01-20 02:23:25.131  3815        40.35
2023-01-20 02:23:25.350  3811        40.32
2023-01-20 02:23:25.553  3804        40.32
2023-01-20 02:23:25.756  3820        40.32
2023-01-20 02:23:25.959  3840        40.32
2023-01-20 02:23:26.163  3862        40.32
2023-01-20 02:23:26.366  3860        40.32
2023-01-20 02:23:26.584  3876        40.32
2023-01-20 02:23:26.788  3879        40.32
2023-01-20 02:23:26.991  3865        40.32
2023-01-20 02:23:27.194  3844        40.32
2023-01-20 02:23:27.412  3741        40.32
2023-01-20 02:23:27.616  3746        40.32
2023-01-20 02:23:27.834  3732        40.32
